# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5678277	5682722	-	QPZ84515.1			glutamate synthase large subunit			MPAO1_26815	4446	1481	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5682947	5684602	-							MPAO1_26820	1656		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5682947	5684602	-	QPZ84516.1			cell division protein			MPAO1_26820	1656	551	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5684609	5685715	-							MPAO1_26825	1107		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5684609	5685715	-	QPZ84517.1			3-dehydroquinate synthase			MPAO1_26825	1107	368	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5685765	5686283	-							MPAO1_26830	519		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5685765	5686283	-	QPZ84518.1			shikimate kinase			MPAO1_26830	519	172	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5686295	5688439	-							MPAO1_26835	2145		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5686295	5688439	-	QPZ84519.1			fimbrial assembly protein PilQ			MPAO1_26835	2145	714	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5688493	5689017	-							MPAO1_26840	525		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5688493	5689017	-	QPZ84520.1			type 4a pilus biogenesis lipoprotein PilP			MPAO1_26840	525	174	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5689014	5689637	-							MPAO1_26845	624		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5689014	5689637	-	QPZ84521.1			type 4a pilus biogenesis protein PilO			MPAO1_26845	624	207	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5689634	5690230	-							MPAO1_26850	597		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5689634	5690230	-	QPZ84522.1			type 4a pilus biogenesis protein PilN			MPAO1_26850	597	198	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5690230	5691294	-							MPAO1_26855	1065		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5690230	5691294	-	QPZ84523.1			pilus assembly protein PilM			MPAO1_26855	1065	354	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5691479	5693947	+							MPAO1_26860	2469		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5691479	5693947	+	QPZ84524.1			penicillin-binding protein 1A			MPAO1_26860	2469	822	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5694052	5695320	-							MPAO1_26865	1269		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5694052	5695320	-	QPZ84525.1			malic enzyme			MPAO1_26865	1269	422	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5695423	5696862	-							MPAO1_26870	1440		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5695423	5696862	-	QPZ84526.1			peptidase M48 Ste24p			MPAO1_26870	1440	479	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5696859	5697626	-							MPAO1_26875	768		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5696859	5697626	-	QPZ84527.1			thermonuclease family protein			MPAO1_26875	768	255	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5697686	5697901	-							MPAO1_26880	216		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5697686	5697901	-	QPZ84528.1			50S ribosomal protein L31			MPAO1_26880	216	71	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5698077	5700296	+							MPAO1_26885	2220		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5698077	5700296	+	QPZ84529.1			primosomal protein N'			MPAO1_26885	2220	739	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5700545	5702308	+							MPAO1_26890	1764		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5700545	5702308	+	QPZ84530.1			arginine--tRNA ligase			MPAO1_26890	1764	587	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5702343	5703038	+							MPAO1_26895	696		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5702343	5703038	+	QPZ84531.1			SPOR domain-containing protein			MPAO1_26895	696	231	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5703157	5703690	+							MPAO1_26900	534		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5703157	5703690	+	QPZ84532.1			HslU--HslV peptidase proteolytic subunit			MPAO1_26900	534	177	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5703719	5705062	+							MPAO1_26905	1344		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5703719	5705062	+	QPZ84533.1			HslU--HslV peptidase ATPase subunit			MPAO1_26905	1344	447	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705157	5705528	+							MPAO1_26910	372		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705157	5705528	+	QPZ84534.1			DUF971 domain-containing protein			MPAO1_26910	372	123	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705698	5705889	-							MPAO1_26915	192		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705698	5705889	-	QPZ84535.1			hypothetical protein			MPAO1_26915	192	63	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705947	5707626	+					phaC		MPAO1_26920	1680		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5705947	5707626	+	QPZ84536.1			class II poly(R)-hydroxyalkanoic acid synthase	phaC		MPAO1_26920	1680	559	
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5707608	5707727	-							MPAO1_26925	120		pseudo
CDS	without_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5707608	5707727	-				polyhydroxyalkanoate synthesis protein PhaF			MPAO1_26925	120		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5707779	5708636	+					phaZ		MPAO1_26930	858		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5707779	5708636	+	QPZ84537.1			poly(3-hydroxyalkanoate) depolymerase	phaZ		MPAO1_26930	858	285	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5708940	5710622	+					phaC		MPAO1_26935	1683		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5708940	5710622	+	QPZ84538.1			class II poly(R)-hydroxyalkanoic acid synthase	phaC		MPAO1_26935	1683	560	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5710678	5711295	+							MPAO1_26940	618		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5710678	5711295	+	QPZ84539.1			TetR/AcrR family transcriptional regulator			MPAO1_26940	618	205	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5711339	5712268	-							MPAO1_26945	930		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5711339	5712268	-	QPZ84540.1			poly(3-hydroxyalkanoate) granule-associated protein PhaF			MPAO1_26945	930	309	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5712279	5712695	-							MPAO1_26950	417		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5712279	5712695	-	QPZ84541.1			poly(3-hydroxyalkanoate) granule-associated protein PhaI			MPAO1_26950	417	138	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5712839	5713114	-							MPAO1_26955	276		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5712839	5713114	-	QPZ84542.1			polyhydroxyalkanoic acid system protein			MPAO1_26955	276	91	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5713250	5714020	+							MPAO1_26960	771		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5713250	5714020	+	QPZ84543.1			ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE			MPAO1_26960	771	256	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5714035	5714661	+							MPAO1_26965	627		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5714035	5714661	+	QPZ84544.1			SCP2 domain-containing protein			MPAO1_26965	627	208	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5714658	5716259	+							MPAO1_26970	1602		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5714658	5716259	+	QPZ84545.1			ubiquinone biosynthesis protein UbiB			MPAO1_26970	1602	533	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5716375	5716779	+					hisI		MPAO1_26975	405		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5716375	5716779	+	QPZ84546.1			phosphoribosyl-AMP cyclohydrolase	hisI		MPAO1_26975	405	134	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5716772	5717107	+							MPAO1_26980	336		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5716772	5717107	+	QPZ84547.1			phosphoribosyl-ATP pyrophosphatase			MPAO1_26980	336	111	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717133	5717381	+							MPAO1_26985	249		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717133	5717381	+	QPZ84548.1			twin-arginine translocase TatA/TatE family subunit			MPAO1_26985	249	82	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717395	5717820	+							MPAO1_26990	426		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717395	5717820	+	QPZ84549.1			twin-arginine translocase subunit TatB			MPAO1_26990	426	141	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717817	5718620	+					tatC		MPAO1_26995	804		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5717817	5718620	+	QPZ84550.1			twin-arginine translocase subunit TatC	tatC		MPAO1_26995	804	267	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5718617	5719324	+							MPAO1_27000	708		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5718617	5719324	+	QPZ84551.1			16S rRNA (uracil(1498)-N(3))-methyltransferase			MPAO1_27000	708	235	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5719536	5721479	+							MPAO1_27005	1944		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5719536	5721479	+	QPZ84552.1			methyl-accepting chemotaxis protein			MPAO1_27005	1944	647	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5721589	5722050	+							MPAO1_27010	462		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5721589	5722050	+	QPZ84553.1			UPF0158 family protein			MPAO1_27010	462	153	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5722058	5722792	-							MPAO1_27015	735		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5722058	5722792	-	QPZ84554.1			amino acid ABC transporter ATP-binding protein			MPAO1_27015	735	244	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5722785	5723747	-							MPAO1_27020	963		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5722785	5723747	-	QPZ84555.1			amino acid ABC transporter permease			MPAO1_27020	963	320	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5723813	5724613	-							MPAO1_27025	801		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5723813	5724613	-	QPZ84556.1			ABC transporter			MPAO1_27025	801	266	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5724851	5727436	-							MPAO1_27030	2586		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5724851	5727436	-	QPZ84557.1			glucan biosynthesis protein H			MPAO1_27030	2586	861	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5727429	5729006	-							MPAO1_27035	1578		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5727429	5729006	-	QPZ84558.1			glucan biosynthesis protein G			MPAO1_27035	1578	525	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5729463	5729900	-							MPAO1_27040	438		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5729463	5729900	-	QPZ84559.1			D-aminoacyl-tRNA deacylase			MPAO1_27040	438	145	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5729897	5730868	-					pip		MPAO1_27045	972		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5729897	5730868	-	QPZ84560.1			prolyl aminopeptidase	pip		MPAO1_27045	972	323	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5731050	5731526	+							MPAO1_27050	477		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5731050	5731526	+	QPZ84561.1			NUDIX hydrolase			MPAO1_27050	477	158	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5731531	5732430	-							MPAO1_27055	900		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5731531	5732430	-	QPZ84562.1			amino acid ABC transporter substrate-binding protein			MPAO1_27055	900	299	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5732473	5732823	-							MPAO1_27060	351		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5732473	5732823	-	QPZ84563.1			RidA family protein			MPAO1_27060	351	116	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5732848	5734098	-							MPAO1_27065	1251		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5732848	5734098	-	QPZ84564.1			D-amino acid dehydrogenase 2			MPAO1_27065	1251	416	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5734163	5735119	+							MPAO1_27070	957		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5734163	5735119	+	QPZ84565.1			LysR family transcriptional regulator			MPAO1_27070	957	318	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5735182	5736051	-							MPAO1_27075	870		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5735182	5736051	-	QPZ84566.1			sel1 repeat family protein			MPAO1_27075	870	289	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5736060	5736929	-							MPAO1_27080	870		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5736060	5736929	-	QPZ85226.1			sel1 repeat family protein			MPAO1_27080	870	289	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5736938	5737819	-							MPAO1_27085	882		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5736938	5737819	-	QPZ84567.1			sel1 repeat family protein			MPAO1_27085	882	293	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5737820	5740057	-							MPAO1_27090	2238		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5737820	5740057	-	QPZ84568.1			hypothetical protein			MPAO1_27090	2238	745	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5740054	5742426	-					tssI		MPAO1_27095	2373		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5740054	5742426	-	QPZ84569.1			type VI secretion system tip protein VgrG	tssI		MPAO1_27095	2373	790	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5742697	5743497	-					hutG		MPAO1_27100	801		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5742697	5743497	-	QPZ84570.1			N-formylglutamate deformylase	hutG		MPAO1_27100	801	266	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5743490	5744698	-							MPAO1_27105	1209		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5743490	5744698	-	QPZ84571.1			imidazolonepropionase			MPAO1_27105	1209	402	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5744695	5746227	-							MPAO1_27110	1533		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5744695	5746227	-	QPZ84572.1			histidine ammonia-lyase			MPAO1_27110	1533	510	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5746224	5747054	-							MPAO1_27115	831		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5746224	5747054	-	QPZ84573.1			glycine betaine/L-proline ABC transporter ATP-binding protein			MPAO1_27115	831	276	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5747051	5747902	-							MPAO1_27120	852		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5747051	5747902	-	QPZ84574.1			proline/glycine betaine ABC transporter permease			MPAO1_27120	852	283	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5747927	5748895	-							MPAO1_27125	969		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5747927	5748895	-	QPZ84575.1			ABC transporter			MPAO1_27125	969	322	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5749013	5750416	-							MPAO1_27130	1404		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5749013	5750416	-	QPZ84576.1			amino acid permease			MPAO1_27130	1404	467	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5750479	5752008	-					hutH		MPAO1_27135	1530		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5750479	5752008	-	QPZ84577.1			histidine ammonia-lyase	hutH		MPAO1_27135	1530	509	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5752105	5753547	-							MPAO1_27140	1443		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5752105	5753547	-	QPZ84578.1			cytosine permease			MPAO1_27140	1443	480	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5753655	5755334	-					hutU		MPAO1_27145	1680		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5753655	5755334	-	QPZ84579.1			urocanate hydratase	hutU		MPAO1_27145	1680	559	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5755660	5756457	-							MPAO1_27150	798		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5755660	5756457	-	QPZ84580.1			phosphate/phosphite/phosphonate ABC transporter substrate-binding protein			MPAO1_27150	798	265	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5756476	5757414	-							MPAO1_27155	939		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5756476	5757414	-	QPZ84581.1			fatty acid desaturase			MPAO1_27155	939	312	
